"CodEnvio","Fecha","CodCliente","CodEmpleado","CodVehiculo","DireccionOrigen","CPostalOrigen","DireccionDestino","CPostalDestino","Distancia","Importe"
710,"18/12/14 0:00:00","0011",5,"Z-8113-BK","CL / MIGUEL SERVET 177                                      ","50002","CL / CINEASTA JOSE LUIS BORAU 3 LOCAL DCHA                                  ","50015",1,13.0300
711,"18/12/14 0:00:00","0053",5,"Z-8113-BK","CL / SAN PEDRO NOLASCO 1                                                    ","50001","CL / EMBARCADERO 4                                                          ","50009",6,68.4500
712,"18/12/14 0:00:00","0028",6,"Z-8114-BK","CL / BLANCA DE NAVARRA,  46-48                                              ","50010","CL / BALBINO ORENSANZ 13 2 A                                                ","50014",3,32.9100
713,"19/12/14 0:00:00","0090",9,"3851-CBT","CL / PREDICADORES 83                                        ","50003","CL / BARCELONA, 51 51                                                       ","50010",7,159.7400
714,"19/12/14 0:00:00","0045",9,"3851-CBT","CL / SANCHO ARROYO 12                                       ","50002","CL / RESIDENCIAL PARAISO 10                                                 ","50008",9,209.9000
715,"19/12/14 0:00:00","0018",1,"8745-CBF","CL / LEOPOLDO ROMEO 10                                      ","50002","PA / CALANDA  72                                                            ","50010",7,249.1800
716,"19/12/14 0:00:00","0077",2,"Z-2345-BJ","CL / MIGUEL ARTIGAS 11                                      ","50011","CL / LORENTE 43                                                             ","50005",3,55.8400
717,"19/12/14 0:00:00","0078",3,"Z-2675-BF","CL / PEDRO II EL CATOLICO 2                                 ","50002","CL / UNCETA 92                                                              ","50010",5,5.5500
718,"19/12/14 0:00:00","0091",3,"Z-2675-BF","CL / ESPOZ Y MINA 4                                         ","50003","CL / P MARIA AGUSTIN 4-6                                                    ","50004",8,5.3400
719,"19/12/14 0:00:00","0030",3,"Z-2675-BF","CL / LEOPOLDO ROMEO,  18                                    ","50002","CL / UNCETA  57                                                             ","50010",2,5.2300
720,"19/12/14 0:00:00","0055",4,"Z-2676-BF","CL / GARCIA SANCHEZ 27                                                      ","50005","CL / EUGENIA BUESO 9                                        ","50002",3,5.4200
721,"19/12/14 0:00:00","0062",4,"Z-2676-BF","CL / UNCETA 92                                                              ","50010","CL / SEVILLA  28                                                            ","50006",5,5.4000
722,"19/12/14 0:00:00","0066",5,"Z-4678-BF","CL / TOMAS HIGUERA,  8                                                      ","50013","CL / PROCION 16                                             ","50012",10,34.2300
723,"19/12/14 0:00:00","0029",5,"Z-4678-BF","CL / ALMAIDIEROS DEL RONCAL 4                                               ","50015","CL / DOCTOR GRACIA BURDIEL  1                               ","50002",3,40.6300
724,"19/12/14 0:00:00","0080",6,"Z-8113-BK","CL / SAN ANTONIO Mª CLARET 20                                               ","50005","PI / EL PORTAZGO BLOQUE B NAVE 12 0                         ","50011",6,73.3900
725,"19/12/14 0:00:00","0029",7,"Z-8114-BK","CL / ARGUALAS 18                                                            ","50012","CL / DOCTOR GRACIA BURDIEL  1                               ","50002",8,102.0600
726,"20/12/14 0:00:00","0023",5,"3851-CBT","CL / MAESTRO MINGOTE 20-22                                                  ","50002","AV / DE MONTAÑANA 930                                       ","50080",3,146.1200
727,"20/12/14 0:00:00","0076",6,"8745-CBF","CL / BORJA 32                                                               ","50010","CL / CARRT.MIRALBUENO 277                                   ","50011",6,169.4100
728,"20/12/14 0:00:00","0043",7,"Z-2345-BJ","CL / CACERES 3                                                              ","50008","CL / BLANCA DE NAVARRA,  46-48                                              ","50010",7,178.8800
729,"20/12/14 0:00:00","0042",8,"Z-2675-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / GARCILASO DE LA VEGA 2                                                 ","50010",8,5.3900
730,"20/12/14 0:00:00","0039",8,"Z-2675-BF","AV / SAN JOSE 124                                                           ","50008","CL / MONASTERIO DE SIRESA 13  6º C                                          ","50002",8,6.3400
731,"21/12/14 0:00:00","0087",5,"3851-CBT","PA /  DE COLON,  14                                                         ","50006","CL / SALINA 2                                               ","50003",8,268.8100
732,"21/12/14 0:00:00","0024",6,"8745-CBF","CL / MENDEZ NUÑEZ,  15                                                      ","50002","CL / COMUNEROS DE CASTILLA 1                                ","50002",4,37.8100
733,"21/12/14 0:00:00","0062",6,"8745-CBF","CL / SAN JUAN DE LA CRUZ 19                                                 ","50007","CL / CONDE ARANDA 78                                                        ","50003",7,141.8800
734,"21/12/14 0:00:00","0086",7,"Z-2345-BJ","CL / FLORIAN REY 10                                                         ","50002","CL / PLAZA DEL PILAR 7                                      ","50003",5,96.5300
735,"21/12/14 0:00:00","0087",8,"Z-2675-BF","CL / ALBERT EINSTEIN,  3                                                    ","50014","CL / DOCTOR CERRADA,  12                                                    ","50005",8,5.3100
736,"21/12/14 0:00:00","0086",8,"Z-2675-BF","CL / PLAZA DEL PILAR 7                                      ","50003","AV / TENOR FLETA 50 4 DR                                                    ","50007",9,5.1700
737,"21/12/14 0:00:00","0031",8,"Z-2675-BF","CL / MONASTERIO DE OBARRA,  2-4 BAJO                        ","50002","CL / AVENIDA MADRID 5                                                       ","50004",6,5.3200
738,"21/12/14 0:00:00","0090",8,"Z-2675-BF","CL / TOMAS BRETON 18                                                        ","50005","CL / PREDICADORES 83                                        ","50003",10,5.9700
739,"22/12/14 0:00:00","0009",2,"3851-CBT","CL / CORTES DE ARAGON 38                                                    ","50005","CL / MONASTERIO DE SIRESA 9-11                              ","50002",2,74.1400
740,"22/12/14 0:00:00","0069",3,"8745-CBF","CL / ARGUALAS  12                                           ","50012","CL / ANTONIO FLETA 4                                                        ","50010",4,73.6700
741,"22/12/14 0:00:00","0027",3,"8745-CBF","CL / BOLIVIA,  11 1                                                         ","50010","CL / NTRA SEÑORA DE VALVANERA  2                            ","50002",5,194.9000
742,"22/12/14 0:00:00","0010",4,"Z-2345-BJ","CL / MONASTERIO DE SIRESA 13  6º C                          ","50002","AV / SAN GREGORIO 30                                                        ","50015",9,58.4300
743,"22/12/14 0:00:00","0030",4,"Z-2345-BJ","CL / AVDª CATALUÑA 187 BAJO                                                 ","50014","CL / PRINCESA 2                                                             ","50005",8,299.8800
744,"22/12/14 0:00:00","0058",5,"Z-2675-BF","CL / VIA IBERICA 69-77 69-77                                ","50012","CL / VIA UNIVERSITAS 2                                                      ","50009",3,5.2000
745,"22/12/14 0:00:00","0058",5,"Z-2675-BF","CL / MONASTERIO DE ALAHON  1-3                                              ","50002","CL / VIA IBERICA 69-77 69-77                                ","50012",10,5.1400
746,"22/12/14 0:00:00","0013",5,"Z-2675-BF","CL / CAPITAN PINA 11                                                        ","50010","CL / AVDA MADRID 97                                                         ","50010",9,5.7900
747,"22/12/14 0:00:00","0088",5,"Z-2675-BF","CL / MARIA MOLINER     50                                                   ","50007","CL / SANTIAGO DULONG 8                                      ","50003",3,5.4600
748,"22/12/14 0:00:00","0004",6,"Z-2676-BF","CL / FUEROS DE ARAGON,  18                                                  ","50005","CL / VIA UNIVERSITAS, 44                                                    ","50009",9,5.6900
749,"22/12/14 0:00:00","0002",6,"Z-2676-BF","CL / MIGUEL SERVET 177                                      ","50002","CL / MIGUEL DE UNAMUNO 15 LOCA                                              ","50015",8,5.7500
750,"22/12/14 0:00:00","0026",6,"Z-2676-BF","CL / ASALTO 45                                              ","50002","CL / RIO GUADALOPE 11                                                       ","50003",10,5.4200
751,"22/12/14 0:00:00","0042",7,"Z-4678-BF","CL / EUGENIA HUESO 17                                       ","50002","CL / VIA PIGNATELLI 45                                                      ","50007",1,11.6300
752,"22/12/14 0:00:00","0002",7,"Z-4678-BF","AV /  CATALUÑA 55-59                                                        ","50014","CL / MIGUEL SERVET 177                                      ","50002",1,13.3600
753,"22/12/14 0:00:00","0083",8,"Z-8113-BK","CL / LA REINA  11-13                                        ","50011","CL / FRAY JULIAN GARCES 106-110                                             ","50006",4,47.0500
754,"22/12/14 0:00:00","0047",9,"Z-8114-BK","CL / RUSIÑOL 8                                              ","50002","CL / BOLONIA,  9                                                            ","50008",5,77.8800
755,"23/12/14 0:00:00","0001",5,"3851-CBT","CL / DUQUESA VILLAHERMOSA    4                                              ","50010","CL / MONASTERIO DE SAMOS 39-41                                              ","50013",1,60.3600
756,"23/12/14 0:00:00","0001",6,"8745-CBF","CL / PASEO TERUEL 41  7º B                                                  ","50004","CL / MARCOS ZAPATA 14                                                       ","50010",4,42.9600
757,"23/12/14 0:00:00","0056",6,"8745-CBF","CL / JOSE LUIS BORAU  13                                                    ","50015","CL / JUAN PABLO BONET 6                                     ","50002",10,287.5100
